ticket_id,created_at,category,priority,channel,assigned_team,agent,current_stage,status,first_response_hours,waiting_hours,resolution_hours,queue_age_hours,sla_hours,sla_breach,customer_satisfaction
TKT-07357,2025-03-08 13:48:10.756737837,Integration/API,High,Email,Tier 2,T2-Agent-04,Resolved,Resolved,0.94,82.98,195.43,82.98,24,True,1.0
TKT-07358,2025-03-08 14:01:12.715785789,Technical Issue,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,8.61,71.95,94.95,71.95,24,True,2.46
TKT-07359,2025-03-08 14:14:14.674833741,Account & Access,Low,Chat,Tier 1,T1-Agent-05,Resolved,Resolved,1.85,2.21,11.63,2.21,72,False,4.5
TKT-07360,2025-03-08 14:27:16.633881694,Integration/API,Medium,Phone,Tier 2,T2-Agent-06,Resolved,Resolved,7.13,20.69,139.45,20.69,48,True,1.67
TKT-07361,2025-03-08 14:40:18.592929646,Billing,Medium,Email,Tier 1,T1-Agent-13,Resolved,Resolved,2.11,2.46,22.69,2.46,48,False,4.15
TKT-07362,2025-03-08 14:53:20.551977599,Bug Report,High,Email,Tier 3,T3-Agent-05,Resolved,Resolved,0.23,51.34,90.72,51.34,24,True,2.57
TKT-07363,2025-03-08 15:06:22.511025551,Feature Request,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,6.47,22.48,31.13,22.48,24,True,4.03
TKT-07364,2025-03-08 15:19:24.470073503,Bug Report,Critical,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,7.41,13.96,102.08,13.96,8,True,1.63
TKT-07365,2025-03-08 15:32:26.429121456,Technical Issue,Medium,Chat,Tier 2,T2-Agent-10,Waiting for Agent,In Progress,6.81,19.91,81.55,38.45,48,True,2.23
TKT-07366,2025-03-08 15:45:28.388169408,Technical Issue,High,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,5.79,68.65,102.74,68.65,24,True,2.3
TKT-07367,2025-03-08 15:58:30.347217361,Technical Issue,High,Email,Tier 2,T2-Agent-09,Resolved,Resolved,10.82,48.64,133.61,48.64,24,True,2.4
TKT-07368,2025-03-08 16:11:32.306265313,Bug Report,Critical,Phone,Tier 3,T3-Agent-01,Waiting for Customer,Open,5.64,6.29,126.53,52.17,8,True,2.11
TKT-07369,2025-03-08 16:24:34.265313265,Feature Request,Medium,Chat,Tier 2,T2-Agent-06,Resolved,Resolved,5.11,29.14,52.79,29.14,48,True,3.16
TKT-07370,2025-03-08 16:37:36.224361218,Feature Request,Critical,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,9.33,24.15,70.41,24.15,8,True,2.79
TKT-07371,2025-03-08 16:50:38.183409170,Account & Access,Medium,Chat,Tier 1,T1-Agent-11,Resolved,Resolved,8.84,2.19,13.9,2.19,48,False,4.82
TKT-07372,2025-03-08 17:03:40.142457123,Bug Report,Low,Web Form,Tier 3,T3-Agent-05,Resolved,Resolved,0.25,2.24,78.84,2.24,72,True,2.64
TKT-07373,2025-03-08 17:16:42.101505075,Product Question,Medium,Web Form,Tier 3,T3-Agent-01,Resolved,Resolved,3.55,11.57,51.56,11.57,48,True,4.4
TKT-07374,2025-03-08 17:29:44.060553027,Bug Report,Critical,Email,Tier 3,T3-Agent-04,Resolved,Resolved,4.42,37.17,58.27,37.17,8,True,4.07
TKT-07375,2025-03-08 17:42:46.019600980,Product Question,Critical,Email,Tier 1,T1-Agent-14,Resolved,Resolved,2.63,8.13,10.23,8.13,8,True,4.29
TKT-07376,2025-03-08 17:55:47.978648932,Technical Issue,Medium,Email,Tier 2,T2-Agent-03,Resolved,Resolved,1.33,72.18,137.56,72.18,48,True,1.74
TKT-07377,2025-03-08 18:08:49.937696885,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-08,Resolved,Resolved,1.9,43.26,82.41,43.26,48,True,2.61
TKT-07378,2025-03-08 18:21:51.896744837,Security,High,Email,Tier 3,T3-Agent-05,Resolved,Resolved,8.93,54.0,149.98,54.0,24,True,1.2
TKT-07379,2025-03-08 18:34:53.855792789,Billing,High,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,4.17,0.89,6.74,0.89,24,False,4.9
TKT-07380,2025-03-08 18:47:55.814840742,Account & Access,Medium,Chat,Tier 1,T1-Agent-02,Waiting for Agent,Open,0.38,1.04,3.28,56.48,48,False,4.47
TKT-07381,2025-03-08 19:00:57.773888694,Account & Access,Medium,Chat,Tier 1,T1-Agent-06,Resolved,Resolved,1.97,5.01,22.6,5.01,48,False,5.0
TKT-07382,2025-03-08 19:13:59.732936647,Account & Access,High,Chat,Tier 1,T1-Agent-03,Resolved,Resolved,4.17,5.05,8.51,5.05,24,False,3.86
TKT-07383,2025-03-08 19:27:01.691984599,Security,High,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,9.42,15.45,48.0,15.45,24,True,3.65
TKT-07384,2025-03-08 19:40:03.651032551,Technical Issue,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,10.84,63.71,226.11,63.71,24,True,1.0
TKT-07385,2025-03-08 19:53:05.610080504,Technical Issue,High,Email,Tier 2,T2-Agent-09,Resolved,Resolved,14.07,43.1,65.46,43.1,24,True,3.4
TKT-07386,2025-03-08 20:06:07.569128456,Bug Report,Medium,Email,Tier 3,T3-Agent-05,Resolved,Resolved,1.9,63.04,84.0,63.04,48,True,3.16
TKT-07387,2025-03-08 20:19:09.528176409,Product Question,High,Phone,Tier 1,T1-Agent-03,Resolved,Resolved,2.16,0.1,4.95,0.1,24,False,4.69
TKT-07388,2025-03-08 20:32:11.487224361,Technical Issue,Medium,Phone,Tier 2,T2-Agent-03,Resolved,Resolved,9.67,79.82,131.68,79.82,48,True,1.96
TKT-07389,2025-03-08 20:45:13.446272313,Technical Issue,Critical,Web Form,Tier 2,T2-Agent-07,Resolved,Resolved,15.38,71.07,132.5,71.07,8,True,2.07
TKT-07390,2025-03-08 20:58:15.405320266,Technical Issue,Medium,Email,Tier 2,T2-Agent-09,Resolved,Resolved,5.06,12.65,46.13,12.65,48,False,4.52
TKT-07391,2025-03-08 21:11:17.364368218,Account & Access,High,Email,Tier 1,T1-Agent-15,Resolved,Resolved,2.96,4.99,10.58,4.99,24,False,4.98
TKT-07392,2025-03-08 21:24:19.323416171,Technical Issue,Medium,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,9.04,37.07,98.68,37.07,48,True,3.17
TKT-07393,2025-03-08 21:37:21.282464123,Technical Issue,Low,Email,Tier 2,T2-Agent-07,Resolved,Resolved,9.19,35.1,109.18,35.1,72,True,2.34
TKT-07394,2025-03-08 21:50:23.241512075,Integration/API,Critical,Phone,Tier 2,T2-Agent-10,Resolved,Resolved,44.7,34.6,91.86,34.6,8,True,2.68
TKT-07395,2025-03-08 22:03:25.200560028,Bug Report,High,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,2.03,11.68,82.84,11.68,24,True,3.04
TKT-07396,2025-03-08 22:16:27.159607980,Feature Request,Low,Phone,Tier 2,T2-Agent-01,Resolved,Resolved,3.06,26.53,75.83,26.53,72,True,2.67
TKT-07397,2025-03-08 22:29:29.118655933,Account & Access,High,Web Form,Tier 1,T1-Agent-01,Resolved,Resolved,9.96,3.61,18.46,3.61,24,False,4.5
TKT-07398,2025-03-08 22:42:31.077703885,Account & Access,Medium,Chat,Tier 1,T1-Agent-14,Waiting for Agent,Open,2.3,3.15,25.86,11.62,48,False,3.63
TKT-07399,2025-03-08 22:55:33.036751837,Security,High,Email,Tier 3,T3-Agent-02,Resolved,Resolved,12.53,34.09,129.51,34.09,24,True,1.81
TKT-07400,2025-03-08 23:08:34.995799790,Bug Report,Critical,Web Form,Tier 3,T3-Agent-01,Resolved,Resolved,4.17,16.04,33.89,16.04,8,True,3.65
TKT-07401,2025-03-08 23:21:36.954847742,Product Question,Medium,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,8.91,0.66,6.9,0.66,48,False,4.64
TKT-07402,2025-03-08 23:34:38.913895695,Account & Access,Low,Web Form,Tier 1,T1-Agent-01,Resolved,Resolved,0.53,5.59,8.01,5.59,72,False,3.82
TKT-07403,2025-03-08 23:47:40.872943647,Account & Access,Medium,Email,Tier 1,T1-Agent-07,Waiting for Agent,Open,0.77,24.47,36.35,42.09,48,False,3.56
TKT-07404,2025-03-09 00:00:42.831991599,Product Question,Medium,Chat,Tier 1,T1-Agent-05,Resolved,Resolved,3.13,1.54,2.86,1.54,48,False,4.18
TKT-07405,2025-03-09 00:13:44.791039552,Product Question,Low,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,2.69,1.88,3.23,1.88,72,False,4.93
TKT-07406,2025-03-09 00:26:46.750087504,Technical Issue,High,Email,Tier 2,T2-Agent-04,Resolved,Resolved,7.73,54.77,80.79,54.77,24,True,2.91
TKT-07407,2025-03-09 00:39:48.709135456,Security,High,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,13.97,21.21,143.51,21.21,24,True,1.88
TKT-07408,2025-03-09 00:52:50.668183409,Product Question,Low,Email,Tier 1,T1-Agent-12,Resolved,Resolved,1.46,5.4,6.02,5.4,72,False,3.38
TKT-07409,2025-03-09 01:05:52.627231361,Product Question,Medium,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,2.0,4.95,61.83,4.95,48,True,3.75
TKT-07410,2025-03-09 01:18:54.586279314,Technical Issue,High,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,10.86,30.52,117.15,30.52,24,True,1.74
TKT-07411,2025-03-09 01:31:56.545327266,Bug Report,High,Email,Tier 3,T3-Agent-01,Resolved,Resolved,11.35,38.62,48.36,38.62,24,True,3.12
TKT-07412,2025-03-09 01:44:58.504375218,Integration/API,Medium,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,2.94,10.04,82.58,10.04,48,True,2.5
TKT-07413,2025-03-09 01:58:00.463423171,Technical Issue,Critical,Email,Tier 2,T2-Agent-10,Resolved,Resolved,4.73,51.43,104.59,51.43,8,True,2.92
TKT-07414,2025-03-09 02:11:02.422471123,Product Question,Medium,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,3.0,3.55,4.82,3.55,48,False,4.57
TKT-07415,2025-03-09 02:24:04.381519076,Integration/API,Critical,Email,Tier 2,T2-Agent-09,Resolved,Resolved,16.38,13.98,130.68,13.98,8,True,2.69
TKT-07416,2025-03-09 02:37:06.340567028,Bug Report,Critical,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,8.27,19.77,53.86,19.77,8,True,2.97
TKT-07417,2025-03-09 02:50:08.299614980,Technical Issue,High,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,1.79,27.84,68.63,27.84,24,True,3.29
TKT-07418,2025-03-09 03:03:10.258662933,Feature Request,Medium,Web Form,Tier 2,T2-Agent-09,Resolved,Resolved,3.06,29.73,53.9,29.73,48,True,3.11
TKT-07419,2025-03-09 03:16:12.217710885,Billing,Low,Chat,Tier 1,T1-Agent-12,Resolved,Resolved,1.1,9.85,12.47,9.85,72,False,5.0
TKT-07420,2025-03-09 03:29:14.176758838,Technical Issue,Medium,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,1.73,49.1,119.71,49.1,48,True,2.23
TKT-07421,2025-03-09 03:42:16.135806790,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,16.04,5.91,51.41,5.91,48,True,3.34
TKT-07422,2025-03-09 03:55:18.094854742,Technical Issue,High,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,23.17,64.8,165.22,64.8,24,True,1.59
TKT-07423,2025-03-09 04:08:20.053902695,Account & Access,Medium,Chat,Tier 1,T1-Agent-11,Resolved,Resolved,3.03,2.91,8.88,2.91,48,False,5.0
TKT-07424,2025-03-09 04:21:22.012950647,Billing,High,Chat,Tier 1,T1-Agent-04,Waiting for Customer,Open,4.72,3.09,4.52,8.71,24,False,4.35
TKT-07425,2025-03-09 04:34:23.971998600,Integration/API,Medium,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,5.09,100.68,164.23,100.68,48,True,1.81
TKT-07426,2025-03-09 04:47:25.931046552,Technical Issue,Medium,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,11.84,19.65,64.39,19.65,48,True,3.34
TKT-07427,2025-03-09 05:00:27.890094504,Security,Medium,Phone,Tier 3,T3-Agent-05,Resolved,Resolved,10.65,42.43,65.49,42.43,48,True,3.31
TKT-07428,2025-03-09 05:13:29.849142457,Technical Issue,Medium,Email,Tier 2,T2-Agent-03,Resolved,Resolved,10.88,18.72,32.66,18.72,48,False,3.78
TKT-07429,2025-03-09 05:26:31.808190409,Product Question,High,Email,Tier 1,T1-Agent-05,Resolved,Resolved,4.22,11.16,38.49,11.16,24,True,2.37
TKT-07430,2025-03-09 05:39:33.767238362,Feature Request,Medium,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,6.19,22.15,56.39,22.15,48,True,2.66
TKT-07431,2025-03-09 05:52:35.726286314,Bug Report,High,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,21.18,26.56,147.9,26.56,24,True,1.37
TKT-07432,2025-03-09 06:05:37.685334266,Product Question,Medium,Email,Tier 1,T1-Agent-04,Resolved,Resolved,0.46,0.5,9.19,0.5,48,False,3.94
TKT-07433,2025-03-09 06:18:39.644382219,Integration/API,Medium,Email,Tier 2,T2-Agent-05,Resolved,Resolved,15.44,53.43,208.49,53.43,48,True,1.0
TKT-07434,2025-03-09 06:31:41.603430171,Technical Issue,High,Phone,Tier 2,T2-Agent-10,Resolved,Resolved,1.7,16.28,51.93,16.28,24,True,3.13
TKT-07435,2025-03-09 06:44:43.562478124,Technical Issue,Medium,Email,Tier 2,T2-Agent-04,Resolved,Resolved,4.2,47.42,66.35,47.42,48,True,2.85
TKT-07436,2025-03-09 06:57:45.521526076,Billing,Medium,Chat,Tier 1,T1-Agent-11,Resolved,Resolved,2.33,6.65,15.43,6.65,48,False,4.32
TKT-07437,2025-03-09 07:10:47.480574028,Technical Issue,Medium,Email,Tier 2,T2-Agent-03,In Progress,In Progress,5.05,42.65,81.57,50.4,48,True,2.55
TKT-07438,2025-03-09 07:23:49.439621981,Account & Access,Medium,Email,Tier 1,T1-Agent-05,Resolved,Resolved,2.86,3.76,10.6,3.76,48,False,4.85
TKT-07439,2025-03-09 07:36:51.398669933,Technical Issue,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,0.86,34.15,185.19,34.15,24,True,1.15
TKT-07440,2025-03-09 07:49:53.357717886,Feature Request,Low,Email,Tier 2,T2-Agent-01,Resolved,Resolved,5.4,8.61,67.95,8.61,72,False,3.22
TKT-07441,2025-03-09 08:02:55.316765838,Feature Request,Medium,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,4.46,10.2,84.5,10.2,48,True,3.17
TKT-07442,2025-03-09 08:15:57.275813790,Bug Report,High,Email,Tier 3,T3-Agent-02,Resolved,Resolved,7.52,68.73,94.85,68.73,24,True,2.31
TKT-07443,2025-03-09 08:28:59.234861743,Integration/API,Medium,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,4.05,63.45,123.09,63.45,48,True,2.93
TKT-07444,2025-03-09 08:42:01.193909695,Technical Issue,Critical,Email,Tier 2,T2-Agent-06,Resolved,Resolved,2.58,10.96,35.25,10.96,8,True,4.1
TKT-07445,2025-03-09 08:55:03.152957648,Technical Issue,Medium,Phone,Tier 2,T2-Agent-02,Resolved,Resolved,5.63,11.57,91.11,11.57,48,True,3.11
TKT-07446,2025-03-09 09:08:05.112005600,Integration/API,High,Email,Tier 2,T2-Agent-09,Resolved,Resolved,7.69,29.59,121.21,29.59,24,True,1.94
TKT-07447,2025-03-09 09:21:07.071053552,Product Question,Medium,Email,Tier 1,T1-Agent-10,In Progress,In Progress,2.23,2.15,5.82,17.18,48,False,4.66
TKT-07448,2025-03-09 09:34:09.030101505,Account & Access,Medium,Web Form,Tier 1,T1-Agent-06,Resolved,Resolved,0.63,3.2,8.48,3.2,48,False,4.09
TKT-07449,2025-03-09 09:47:10.989149457,Billing,Low,Web Form,Tier 1,T1-Agent-07,Resolved,Resolved,1.2,1.8,2.5,1.8,72,False,4.4
TKT-07450,2025-03-09 10:00:12.948197410,Billing,Medium,Chat,Tier 1,T1-Agent-07,Resolved,Resolved,1.59,2.41,13.37,2.41,48,False,3.72
TKT-07451,2025-03-09 10:13:14.907245362,Technical Issue,High,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,16.14,24.73,91.14,24.73,24,True,2.48
TKT-07452,2025-03-09 10:26:16.866293314,Account & Access,Medium,Web Form,Tier 1,T1-Agent-14,Resolved,Resolved,1.0,6.33,8.05,6.33,48,False,5.0
TKT-07453,2025-03-09 10:39:18.825341267,Billing,Medium,Web Form,Tier 1,T1-Agent-05,Waiting for Agent,Open,0.85,7.3,15.58,62.75,48,False,4.43
TKT-07454,2025-03-09 10:52:20.784389219,Product Question,Low,Chat,Tier 1,T1-Agent-07,Resolved,Resolved,0.67,3.57,11.28,3.57,72,False,4.36
TKT-07455,2025-03-09 11:05:22.743437172,Security,Critical,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,6.34,14.62,26.55,14.62,8,True,4.05
TKT-07456,2025-03-09 11:18:24.702485124,Product Question,High,Email,Tier 1,T1-Agent-03,Resolved,Resolved,8.98,0.93,13.94,0.93,24,False,4.42
TKT-07457,2025-03-09 11:31:26.661533076,Integration/API,Medium,Email,Tier 2,T2-Agent-07,Resolved,Resolved,9.05,102.08,170.77,102.08,48,True,1.11
TKT-07458,2025-03-09 11:44:28.620581029,Bug Report,Critical,Email,Tier 3,T3-Agent-02,Resolved,Resolved,24.49,73.32,80.43,73.32,8,True,1.9
TKT-07459,2025-03-09 11:57:30.579628981,Technical Issue,High,Email,Tier 3,T3-Agent-05,Resolved,Resolved,5.68,27.87,103.86,27.87,24,True,3.04
TKT-07460,2025-03-09 12:10:32.538676934,Integration/API,High,Phone,Tier 2,T2-Agent-09,Resolved,Resolved,8.8,31.96,63.46,31.96,24,True,3.14
TKT-07461,2025-03-09 12:23:34.497724886,Billing,Medium,Web Form,Tier 1,T1-Agent-10,Resolved,Resolved,2.22,8.08,26.02,8.08,48,False,4.63
TKT-07462,2025-03-09 12:36:36.456772838,Product Question,Low,Email,Tier 1,T1-Agent-08,Resolved,Resolved,1.36,0.26,9.15,0.26,72,False,4.73
TKT-07463,2025-03-09 12:49:38.415820791,Technical Issue,Medium,Email,Tier 2,T2-Agent-08,Resolved,Resolved,10.5,131.42,209.31,131.42,48,True,1.0
TKT-07464,2025-03-09 13:02:40.374868743,Feature Request,Medium,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,1.44,22.08,117.26,22.08,48,True,2.51
TKT-07465,2025-03-09 13:15:42.333916696,Security,Critical,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,7.02,9.77,62.16,9.77,8,True,3.09
TKT-07466,2025-03-09 13:28:44.292964648,Technical Issue,High,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,3.92,17.75,75.59,17.75,24,True,2.06
TKT-07467,2025-03-09 13:41:46.252012600,Technical Issue,Low,Phone,Tier 2,T2-Agent-04,Resolved,Resolved,11.79,13.27,40.51,13.27,72,False,4.22
TKT-07468,2025-03-09 13:54:48.211060553,Technical Issue,Low,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,8.26,85.17,116.03,85.17,72,True,2.34
TKT-07469,2025-03-09 14:07:50.170108505,Bug Report,High,Email,Tier 3,T3-Agent-01,Resolved,Resolved,4.74,23.86,92.11,23.86,24,True,2.49
TKT-07470,2025-03-09 14:20:52.129156458,Product Question,Medium,Phone,Tier 1,T1-Agent-04,Resolved,Resolved,2.08,4.46,18.02,4.46,48,False,3.66
TKT-07471,2025-03-09 14:33:54.088204410,Technical Issue,Medium,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,9.62,3.22,58.35,3.22,48,True,2.38
TKT-07472,2025-03-09 14:46:56.047252362,Bug Report,Low,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,6.67,16.0,71.76,16.0,72,False,3.41
TKT-07473,2025-03-09 14:59:58.006300315,Account & Access,Medium,Web Form,Tier 1,T1-Agent-14,Resolved,Resolved,1.05,12.42,16.86,12.42,48,False,3.69
TKT-07474,2025-03-09 15:12:59.965348267,Billing,Low,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,1.36,1.96,13.24,1.96,72,False,4.24
TKT-07475,2025-03-09 15:26:01.924396220,Account & Access,Medium,Email,Tier 1,T1-Agent-05,Resolved,Resolved,1.17,1.57,6.2,1.57,48,False,5.0
TKT-07476,2025-03-09 15:39:03.883444172,Product Question,Medium,Web Form,Tier 1,T1-Agent-10,Resolved,Resolved,2.63,1.61,3.88,1.61,48,False,5.0
TKT-07477,2025-03-09 15:52:05.842492124,Billing,Low,Email,Tier 1,T1-Agent-03,Resolved,Resolved,0.52,2.31,7.92,2.31,72,False,3.71
TKT-07478,2025-03-09 16:05:07.801540077,Account & Access,Medium,Email,Tier 1,T1-Agent-12,Resolved,Resolved,1.62,4.39,13.59,4.39,48,False,3.55
TKT-07479,2025-03-09 16:18:09.760588029,Billing,Low,Chat,Tier 1,T1-Agent-11,Resolved,Resolved,1.44,4.55,12.33,4.55,72,False,4.43
TKT-07480,2025-03-09 16:31:11.719635982,Feature Request,Medium,Email,Tier 2,T2-Agent-07,Resolved,Resolved,7.54,12.74,20.19,12.74,48,False,4.37
TKT-07481,2025-03-09 16:44:13.678683934,Billing,High,Web Form,Tier 1,T1-Agent-12,Resolved,Resolved,3.35,4.83,30.55,4.83,24,True,4.5
TKT-07482,2025-03-09 16:57:15.637731886,Feature Request,Medium,Phone,Tier 2,T2-Agent-10,Resolved,Resolved,2.61,35.52,47.64,35.52,48,False,3.95
TKT-07483,2025-03-09 17:10:17.596779839,Product Question,Low,Phone,Tier 1,T1-Agent-08,Resolved,Resolved,3.75,1.04,4.45,1.04,72,False,4.35
TKT-07484,2025-03-09 17:23:19.555827791,Bug Report,Medium,Email,Tier 3,T3-Agent-06,Resolved,Resolved,4.01,8.22,18.91,8.22,48,False,4.31
TKT-07485,2025-03-09 17:36:21.514875744,Account & Access,Medium,Phone,Tier 3,T3-Agent-06,Waiting for Agent,In Progress,7.14,0.53,3.13,4.38,48,False,4.43
TKT-07486,2025-03-09 17:49:23.473923696,Bug Report,Critical,Email,Tier 3,T3-Agent-06,Resolved,Resolved,4.88,24.53,164.8,24.53,8,True,1.36
TKT-07487,2025-03-09 18:02:25.432971648,Account & Access,Medium,Chat,Tier 1,T1-Agent-14,Resolved,Resolved,6.53,16.7,18.31,16.7,48,False,4.86
TKT-07488,2025-03-09 18:15:27.392019601,Technical Issue,High,Email,Tier 2,T2-Agent-08,Resolved,Resolved,11.39,73.97,113.46,73.97,24,True,2.4
TKT-07489,2025-03-09 18:28:29.351067553,Technical Issue,Medium,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,6.83,6.22,89.62,6.22,48,True,2.11
TKT-07490,2025-03-09 18:41:31.310115505,Technical Issue,Critical,Email,Tier 2,T2-Agent-05,Waiting for Agent,Open,13.27,32.83,44.0,111.28,8,True,3.19
TKT-07491,2025-03-09 18:54:33.269163458,Security,Critical,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,10.97,12.12,48.11,12.12,8,True,2.34
TKT-07492,2025-03-09 19:07:35.228211410,Security,Medium,Web Form,Tier 3,T3-Agent-03,Resolved,Resolved,6.03,6.14,97.05,6.14,48,True,2.75
TKT-07493,2025-03-09 19:20:37.187259363,Bug Report,High,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,13.92,83.65,184.31,83.65,24,True,1.17
TKT-07494,2025-03-09 19:33:39.146307315,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-01,Resolved,Resolved,1.63,20.58,97.5,20.58,48,True,2.41
TKT-07495,2025-03-09 19:46:41.105355267,Feature Request,Medium,Email,Tier 2,T2-Agent-06,Waiting for Agent,Open,0.8,4.13,31.47,31.4,48,False,4.58
TKT-07496,2025-03-09 19:59:43.064403220,Integration/API,Medium,Email,Tier 2,T2-Agent-10,Resolved,Resolved,1.45,25.59,101.99,25.59,48,True,2.68
TKT-07497,2025-03-09 20:12:45.023451172,Account & Access,Low,Chat,Tier 1,T1-Agent-14,Triage,Open,1.83,4.93,10.85,16.7,72,False,4.28
TKT-07498,2025-03-09 20:25:46.982499125,Billing,Medium,Web Form,Tier 1,T1-Agent-05,Resolved,Resolved,1.49,8.37,13.32,8.37,48,False,4.3
TKT-07499,2025-03-09 20:38:48.941547077,Integration/API,High,Email,Tier 2,T2-Agent-04,Resolved,Resolved,7.14,187.55,302.4,187.55,24,True,1.0
TKT-07500,2025-03-09 20:51:50.900595029,Technical Issue,Medium,Web Form,Tier 3,T3-Agent-01,Resolved,Resolved,2.98,57.83,129.23,57.83,48,True,2.19
TKT-07501,2025-03-09 21:04:52.859642982,Billing,Medium,Email,Tier 1,T1-Agent-07,Waiting for Agent,In Progress,1.72,4.46,8.07,16.18,48,False,3.65
TKT-07502,2025-03-09 21:17:54.818690934,Integration/API,Low,Web Form,Tier 2,T2-Agent-01,Resolved,Resolved,7.48,35.68,114.93,35.68,72,True,3.08
TKT-07503,2025-03-09 21:30:56.777738887,Technical Issue,Medium,Email,Tier 2,T2-Agent-02,Resolved,Resolved,4.97,23.97,43.8,23.97,48,False,4.0
TKT-07504,2025-03-09 21:43:58.736786839,Billing,High,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,5.05,8.74,28.21,8.74,24,True,3.63
TKT-07505,2025-03-09 21:57:00.695834791,Product Question,Medium,Chat,Tier 1,T1-Agent-11,Resolved,Resolved,4.58,7.28,12.12,7.28,48,False,4.41
TKT-07506,2025-03-09 22:10:02.654882744,Integration/API,Critical,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,31.17,10.13,101.17,10.13,8,True,2.26
TKT-07507,2025-03-09 22:23:04.613930696,Security,High,Email,Tier 3,T3-Agent-06,Waiting for Agent,Open,0.72,94.13,153.01,119.83,24,True,2.02
TKT-07508,2025-03-09 22:36:06.572978649,Bug Report,Critical,Chat,Tier 3,T3-Agent-06,Resolved,Resolved,8.39,43.91,207.95,43.91,8,True,1.07
TKT-07509,2025-03-09 22:49:08.532026601,Product Question,Medium,Email,Tier 1,T1-Agent-02,Resolved,Resolved,3.47,1.18,7.46,1.18,48,False,4.14
TKT-07510,2025-03-09 23:02:10.491074553,Product Question,Low,Email,Tier 1,T1-Agent-04,Resolved,Resolved,0.53,1.74,2.85,1.74,72,False,4.5
TKT-07511,2025-03-09 23:15:12.450122506,Product Question,High,Email,Tier 1,T1-Agent-08,Resolved,Resolved,1.86,9.56,14.14,9.56,24,False,5.0
TKT-07512,2025-03-09 23:28:14.409170458,Product Question,Medium,Phone,Tier 1,T1-Agent-13,Resolved,Resolved,2.62,2.08,6.23,2.08,48,False,4.04
TKT-07513,2025-03-09 23:41:16.368218411,Technical Issue,High,Email,Tier 2,T2-Agent-01,Resolved,Resolved,3.75,87.99,181.38,87.99,24,True,1.0
TKT-07514,2025-03-09 23:54:18.327266363,Integration/API,High,Chat,Tier 2,T2-Agent-06,Resolved,Resolved,5.81,31.47,156.74,31.47,24,True,1.0
TKT-07515,2025-03-10 00:07:20.286314315,Integration/API,Medium,Email,Tier 2,T2-Agent-02,Resolved,Resolved,7.55,6.69,42.63,6.69,48,False,4.48
TKT-07516,2025-03-10 00:20:22.245362268,Product Question,Low,Chat,Tier 1,T1-Agent-05,Resolved,Resolved,1.93,0.99,5.97,0.99,72,False,4.78
TKT-07517,2025-03-10 00:33:24.204410220,Feature Request,Medium,Chat,Tier 3,T3-Agent-05,Resolved,Resolved,1.98,5.31,74.61,5.31,48,True,2.95
